method,split,num_bins,per_timestep,pos_loss,xy_mse,xy_mae,max_error_by_second,p99_error_by_second,notes
xy_uniform_bins,train,71,False,0.0665680542588234,0.0665680542588234,0.18936625123023987,1s=0.922128 2s=0.922614 3s=0.921455 4s=0.922688 5s=0.922714,1s=0.865525 2s=0.884139 3s=0.872473 4s=0.874485 5s=0.885288,absolute_xy_centers
xy_uniform_bins,val,71,False,0.06760187447071075,0.06760187447071075,0.18634946644306183,1s=0.920970 2s=4.300886 3s=0.922197 4s=2.616951 5s=4.380912,1s=0.866703 2s=0.863878 3s=0.891414 4s=0.875457 5s=0.879119,absolute_xy_centers
