method,num_tokens,num_codes,xy_mse,xy_mae,max_error,p90_error,p99_error,max_first3s_p99,p99_by_second,avg_used_codes,used_codes_by_token
naive_xy_bins_71x71,10,5041,0.19068272411823273,0.2734839916229248,19.320648193359375,0.6605890989303589,0.831353485584259,0.8340260982513428,1s=0.830951 2s=0.834026 3s=0.833140 4s=0.823479 5s=0.839960,,
residual_kmeans_vq_xy,10,64,0.08950433880090714,0.05414627119898796,7.099608421325684,0.0900537520647049,0.4938879609107971,0.5184990167617798,1s=0.310853 2s=0.391478 3s=0.518499 4s=0.630856 5s=0.988360,62.900001525878906,63 64 62 62 63 61 63 64 64 63
