method,num_tokens,num_codes,xy_mse,xy_mae,max_error,p90_error,p99_error,max_first3s_p99,p99_by_second,avg_used_codes,used_codes_by_token
naive_xy_bins_71x71,10,5041,0.19068272411823273,0.2734839916229248,19.320648193359375,0.6605890989303589,0.831353485584259,0.8340260982513428,1s=0.830951 2s=0.834026 3s=0.833140 4s=0.823479 5s=0.839960,,
residual_kmeans_vq_xy,10,128,0.04896072298288345,0.04983840137720108,5.446310043334961,0.09048856049776077,0.6163678169250488,0.6558409929275513,1s=0.404331 2s=0.626037 3s=0.601388 4s=0.652942 5s=0.938452,112.9000015258789,111 112 111 113 117 113 123 117 108 104
